id,city,region,country,country_code,air_quality,water_pollution
977,Jeonju,North Jeolla Province,South Korea,410,19.44444444,100
978,Jeju,Jeju Province,South Korea,410,50,60.71428571
979,Jecheon,North Chungcheong Province,South Korea,410,12.5,50
980,Cheonan,South Chungcheong Province,South Korea,410,25,50
981,Cheongju,North Chungcheong Province,South Korea,410,7.142857143,50
982,Chuncheon,Gangwon Province,South Korea,410,31.25,12.5
983,Pyeongtaek,Gyeonggi Province,South Korea,410,0,75
984,Pohang,North Gyeongsang Province,South Korea,410,43.75,37.5
985,Clermont-Ferrand,,France,250,80.55555556,15
986,Kharkiv,Kharkiv Oblast,Ukraine,804,52.05882353,58.73493976
987,Sheffield,England,United Kingdom,826,70.23809524,27.94117647
988,York,England,United Kingdom,826,81.81818182,18.75
989,Suzhou,Jiangsu,China,156,21.96969697,73.21428571
990,Wenzhou,Zhejiang,China,156,10,75
991,Wuxi,Jiangsu,China,156,12.5,87.5
992,Huzhou,Zhejiang,China,156,5,100
993,Shaoxing,Zhejiang,China,156,0,50
994,Saint-Etienne,,France,250,90,0
995,Olympia,Washington,United States of America,840,87.5,18.75
996,Palikir,Pohnpei State,Micronesia,583,100,100
997,Santiago de los Caballeros,Santiago Province,Dominican Republic,214,35,66.66666667
998,Ningbo,Zhejiang,China,156,20.3125,75
999,Belo Horizonte,Minas Gerais,Brazil,76,51.171875,47.45762712
1000,Nimes,,France,250,75,50
1001,Le Havre,,France,250,75,25
1002,Agra,Uttar Pradesh,India,356,23.61111111,69.82758621
1003,Harbin,Heilongjiang,China,156,14.28571429,57.5
1004,Donetsk,Donetsk Oblast,Ukraine,804,20,65
1005,Aigle,Canton of Vaud,Switzerland,756,75,25
1006,Cincinnati,Ohio,United States of America,840,57.57575758,43.10344828
1007,Omaha,Nebraska,United States of America,840,78.57142857,32.35294118
1008,Fresno,California,United States of America,840,21.25,78.125
1009,Plymouth,England,United Kingdom,826,73.80952381,23.61111111
1010,Edirne,Edirne Province,Turkey,792,33.33333333,50
1011,Richmond,Virginia,United States of America,840,73.17073171,27.63157895
1012,Chandigarh,,India,356,54.41176471,58.11688312
1013,Plzen,,Czech Republic,203,65,42.85714286
1014,Fortaleza,Ceara,Brazil,76,66.66666667,56.94444444
1015,Derby,England,United Kingdom,826,73.07692308,21.15384615
1016,Guayaquil,Guayas Province,Ecuador,218,41.21621622,70.51282051
1017,Cotonou,Littoral Department,Benin,204,25,100
1018,Louisville,Kentucky,United States of America,840,56.06060606,38.79310345
1019,Madison,Wisconsin,United States of America,840,86.76470588,40.32258065
1020,Salem,Oregon,United States of America,840,87.5,17.85714286
1021,Ketchikan,Alaska,United States of America,840,100,50
1022,Trois-Rivieres,Quebec,Canada,124,82.14285714,0
1023,Vaughan,Ontario,Canada,124,80.88235294,28.33333333
1024,Markham,Ontario,Canada,124,89.58333333,17.70833333
1025,La Plata,Buenos Aires Province,Argentina,32,40.90909091,63.63636364
1026,Toulon,,France,250,60,41.66666667
1027,Brampton,Ontario,Canada,124,70.83333333,39.88095238
1028,Cordoba,Cordoba Province,Argentina,32,35,58.33333333
1029,Santa Rosa,La Pampa,Argentina,32,75,75
1030,San Salvador de Jujuy,Province of Jujuy,Argentina,32,75,50
1031,La Rioja,La Rioja Province,Argentina,32,100,50
1032,Mendoza,Mendoza,Argentina,32,65.625,53.57142857
1033,Viedma,Rio Negro Province,Argentina,32,100,75
1034,San Luis,San Luis Province,Argentina,32,75,50
1035,Santiago del Estero,Santiago del Estero Province,Argentina,32,75,25
1036,Charleston,West Virginia,United States of America,840,95,50
1037,Bugibba,,Malta,470,40,65
1038,Viljandi,Viljandi County,Estonia,233,100,37.5
1039,Tulsa,Oklahoma,United States of America,840,75,38.63636364
1040,Paide,Jarva County,Estonia,233,100,0
1041,Monte Carlo,Commune of Monaco,Monaco,492,22.72727273,43.75
1042,Trabzon,Trabzon Province,Turkey,792,27.77777778,25
1043,Herat,Herat,Afghanistan,4,43.75,31.25
1044,Coimbra,Coimbra,Portugal,620,82.35294118,41.17647059
1045,Kandahar,Kandahar,Afghanistan,4,0,75
1046,Limoges,,France,250,100,0
1047,Pecs,Baranya County,Hungary,348,62.5,25
1048,Dunkirk,,France,250,36.11111111,45
1049,Gifu,Gifu Prefecture,Japan,392,62.5,50
1050,Guelma,Annaba Province,Algeria,12,25,50
1051,Sfax,Sfax Governorate,Tunisia,788,11.11111111,70.83333333
1052,Suceava,Suceava County,Romania,642,71.875,37.5
1053,Kavaje,Tirana County,Albania,8,100,75
1054,Sendai,Miyagi Prefecture,Japan,392,87.5,25
1055,Alcala de Henares,Community of Madrid,Spain,724,75,50
1056,Espoo,Uusimaa,Finland,246,95.45454545,19.44444444
1057,Saint-Denis,Reunion,France,250,75,50
1058,Oulu,,Finland,246,86.95652174,12.5
1059,Santa Monica,California,United States of America,840,66.66666667,54.16666667
1060,Hassan,Karnataka,India,356,68.18181818,60.71428571
1061,Palo Alto,California,United States of America,840,56.25,50
1062,Green Bay,Wisconsin,United States of America,840,63.88888889,50
1063,Aix-en-Provence,,France,250,78.57142857,50
1064,Torun,Kuyavian-Pomeranian Voivodeship,Poland,616,37.5,42.85714286
1065,Charleston,South Carolina,United States of America,840,75,57.69230769
1066,Bariloche,Rio Negro Province,Argentina,32,83.33333333,41.66666667
1067,Lucknow,Uttar Pradesh,India,356,25.66666667,72.82608696
1068,Salford,England,United Kingdom,826,100,50
1069,Basra,Basra Governorate,Iraq,368,27.08333333,72.91666667
1070,Dover,New Hampshire,United States of America,840,100,50
1071,Dnipro,Dnipropetrovsk Oblast,Ukraine,804,24.19354839,70.65217391
1072,Nashua,New Hampshire,United States of America,840,87.5,0
1073,Medellin,Antioquia Department,Colombia,170,23.9010989,38.23529412
1074,Kobe,Hyogo Prefecture,Japan,392,80,33.33333333
1075,Kayseri,Kayseri Province,Turkey,792,25,62.5
1076,Recife,Pernambuco,Brazil,76,49.16666667,77.41935484
1077,Manchester,New Hampshire,United States of America,840,76.92307692,38.88888889
1078,Amritsar,Punjab,India,356,21.56862745,76.70454545
1079,Oak Ridge,Tennessee,United States of America,840,87.5,50
1080,Strumica,Strumica Municipality,North Macedonia,807,68.75,28.125
1081,San Luis Obispo,California,United States of America,840,92.5,45.83333333
1082,Cambridge,Massachusetts,United States of America,840,91.66666667,21.875
1083,West Hartford,Connecticut,United States of America,840,91.66666667,6.25
1084,New Haven,Connecticut,United States of America,840,81.81818182,37.5
1085,New Bedford,Massachusetts,United States of America,840,25,75
1086,Stamford,Connecticut,United States of America,840,50,54.16666667
1087,Bridgeport,Connecticut,United States of America,840,79.16666667,66.66666667
1088,Waterbury,Connecticut,United States of America,840,80,0
1089,Worcester,Massachusetts,United States of America,840,91.66666667,75
1090,Pittsfield,Massachusetts,United States of America,840,89.28571429,100
1091,Fall River,Massachusetts,United States of America,840,100,50
1092,Newton,Massachusetts,United States of America,840,75,50
1093,Danbury,Connecticut,United States of America,840,75,0
1094,Somerville,Massachusetts,United States of America,840,100,12.5
1095,Portland,Maine,United States of America,840,82.14285714,42.85714286
1096,Rochester,New York,United States of America,840,64.70588235,47.91666667
1097,Irvine,California,United States of America,840,63.15789474,33.33333333
1098,Fremont,California,United States of America,840,79.16666667,15
1099,Scottsdale,Arizona,United States of America,840,68.75,28.84615385
1100,Reno,Nevada,United States of America,840,70.93023256,28.84615385
1101,Winston-Salem,North Carolina,United States of America,840,94.44444444,5
1102,Durham,North Carolina,United States of America,840,75,39.58333333
1103,Norfolk,Virginia,United States of America,840,100,75
1104,Orlando,Florida,United States of America,840,75.73529412,48.38709677
1105,Greensboro,North Carolina,United States of America,840,76.66666667,31.81818182
1106,Toledo,Ohio,United States of America,840,75,75
1107,Stockton,California,United States of America,840,44.23076923,71.875
1108,Lexington,Kentucky,United States of America,840,89.28571429,40
1109,Corpus Christi,Texas,United States of America,840,70,68.18181818
1110,Riverside,California,United States of America,840,45.83333333,53.33333333
1111,Santa Ana,California,United States of America,840,50,55
1112,Aurora,Colorado,United States of America,840,45.83333333,33.33333333
1113,Anaheim,California,United States of America,840,55.76923077,33.33333333
1114,Tampa,Florida,United States of America,840,79.78723404,45.93023256
1115,Bakersfield,California,United States of America,840,16.66666667,68.47826087
1116,Colorado Springs,Colorado,United States of America,840,79.41176471,38.39285714
1117,Virginia Beach,Virginia,United States of America,840,85.52631579,36.66666667
1118,Mesa,Arizona,United States of America,840,68.75,31.25
1119,Wichita,Kansas,United States of America,840,86.36363636,33.82352941
1120,Henderson,Nevada,United States of America,840,67.85714286,35
1121,Fort Wayne,Indiana,United States of America,840,66.66666667,43.75
1122,Chula Vista,California,United States of America,840,37.5,75
1123,Chandler,Arizona,United States of America,840,65,45
1124,Lubbock,Texas,United States of America,840,69.64285714,34.09090909
1125,Garland,Texas,United States of America,840,75,50
1126,Balzers,,Liechtenstein,438,75,0
1127,Garden Grove,California,United States of America,840,75,0
1128,Mississauga,Ontario,Canada,124,81.69642857,32.69230769
1129,Demmin,Mecklenburg-Western Pomerania,Germany,276,100,50
1130,Osorno,Los Lagos Region,Chile,152,25,62.5
1131,Ovalle,Coquimbo Region,Chile,152,100,25
1132,Cali,Valle del Cauca Department,Colombia,170,67.04545455,42.1875
1133,Pereira,Risaralda Department,Colombia,170,25,75
1134,Gniezno,Greater Poland Voivodeship,Poland,616,50,0
1135,Puente Alto,Santiago Metropolitan Region,Chile,152,0,50
1136,Punta Arenas,Magellan and the Chilean Antarctic Region,Chile,152,94.44444444,45
1137,Gilbert,Arizona,United States of America,840,75,0
1138,Tempe,Arizona,United States of America,840,68.18181818,46.42857143
1139,Peoria,Arizona,United States of America,840,65,15
1140,Surprise,Arizona,United States of America,840,100,0
1141,Plano,Texas,United States of America,840,78.57142857,32.14285714
1142,Irving,Texas,United States of America,840,62.5,37.5
1143,Amarillo,Texas,United States of America,840,53.125,53.125
1144,Brownsville,Texas,United States of America,840,57.14285714,68.75
1145,Mesquite,Texas,United States of America,840,50,75
1146,McKinney,Texas,United States of America,840,87.5,18.75
1147,McAllen,Texas,United States of America,840,87.5,35.71428571
1148,Chiang Mai,Chiang Mai,Thailand,764,19.27710843,59.45945946
1149,Kolomyia,Ivano-Frankivsk Oblast,Ukraine,804,75,0
1150,Orem,Utah,United States of America,840,65.625,33.33333333
1151,Ogden,Utah,United States of America,840,80.55555556,0
1152,Rosario,Santa Fe Province,Argentina,32,71.42857143,57.14285714
1153,Mar del Plata,Buenos Aires Province,Argentina,32,82.14285714,35.71428571
1154,Kalisz,Greater Poland Voivodeship,Poland,616,50,50
1155,Konin,Greater Poland Voivodeship,Poland,616,25,25
1156,Leszno,Greater Poland Voivodeship,Poland,616,75,50
1157,Faenza,Emilia-Romagna,Italy,380,75,50
1158,Richmond Hill,Ontario,Canada,124,89.28571429,8.333333333
1159,Newmarket,Ontario,Canada,124,100,0
1160,Saltillo,Coahuila,Mexico,484,68.33333333,42.85714286
1161,Bahia Blanca,Buenos Aires Province,Argentina,32,58.33333333,58.33333333
1162,Haverhill,Massachusetts,United States of America,840,100,50
1163,Beverly,Massachusetts,United States of America,840,100,0
1164,Medford,Massachusetts,United States of America,840,100,0
1165,Woburn,Massachusetts,United States of America,840,87.5,50
1166,Norwalk,Connecticut,United States of America,840,75,30
1167,East Providence,Rhode Island,United States of America,840,100,50
1168,Woonsocket,Rhode Island,United States of America,840,80,100
1169,Nykoping,Sodermanland County,Sweden,752,100,50
1170,Kumanovo,Kumanovo Municipality,North Macedonia,807,16.66666667,91.66666667
1171,Visby,Gotland County,Sweden,752,75,0
1172,Valencia,Carabobo,Venezuela,862,39.28571429,96.42857143
1173,Cuenca,Azuay Province,Ecuador,218,45.39473684,28.67647059
1174,Fuenlabrada,Community of Madrid,Spain,724,87.5,100
1175,Harrow,England,United Kingdom,826,75,58.33333333
1176,Cabanatuan,,Philippines,608,33.33333333,50
1177,Novi Sad,,Serbia,688,59.23913043,47.15909091
1178,San Fernando,,Philippines,608,0,100
1179,Angeles,,Philippines,608,32.8125,79.6875
1180,Punta del Este,Maldonado Department,Uruguay,858,81.25,50
1181,San Bernardo,Santiago Metropolitan Region,Chile,152,10.88709677,88.72282609
1182,Olongapo,,Philippines,608,64.28571429,79.16666667
1183,Newcastle,New South Wales,Australia,36,78,39.28571429
1184,Venice,Florida,United States of America,840,91.66666667,16.66666667
1185,Xuzhou,Jiangsu,China,156,12.5,75
1186,Lianyungang,Jiangsu,China,156,0,50
1187,Suqian,Jiangsu,China,156,0,50
1188,Huai'an,Jiangsu,China,156,15,25
1189,Yancheng,Jiangsu,China,156,0,50
1190,Yangzhou,Jiangsu,China,156,0,50
1191,Taizhou,Jiangsu,China,156,0,50
1192,Annaberg-Buchholz,Saxony,Germany,276,87.5,50
1193,Nantong,Jiangsu,China,156,7.142857143,58.33333333
1194,Zhenjiang,Jiangsu,China,156,12.5,62.5
1195,Changzhou,Jiangsu,China,156,4.166666667,62.5
1196,Jiaxing,Zhejiang,China,156,0,50
1197,Jinhua,Zhejiang,China,156,0,50
1198,Quzhou,Zhejiang,China,156,0,50
1199,Lishui,Zhejiang,China,156,0,50
1200,Zhoushan,Zhejiang,China,156,12.5,50
1201,Banff,Alberta,Canada,124,100,0
1202,Shijiazhuang,Hebei,China,156,0,100
1203,Tangshan,Hebei,China,156,0,50
1204,Qinhuangdao,Hebei,China,156,0,50
1205,Xingtai,Hebei,China,156,0,50
1206,Baoding,Hebei,China,156,35.71428571,33.33333333
1207,Zhangjiakou,Hebei,China,156,0,50
1208,Chengde,Hebei,China,156,0,50
1209,Cangzhou,Hebei,China,156,0,25
1210,Langfang,Hebei,China,156,0,50
1211,Hengshui,Hebei,China,156,0,50
1212,Doncaster,England,United Kingdom,826,15,45.83333333
1213,Kakinada,Andhra Pradesh,India,356,62.5,37.5
1214,Zhuhai,Guangdong,China,156,41.66666667,65
1215,Shantou,Guangdong,China,156,25,50
1216,Narvik,Nordland,Norway,578,90,100
1217,Shaoguan,Guangdong,China,156,25,50
1218,Jiangmen,Guangdong,China,156,12.5,50
1219,Zhanjiang,Guangdong,China,156,35,50
1220,Zhaoqing,Guangdong,China,156,12.5,50
1221,Mo i Rana,Nordland,Norway,578,80,0
1222,Huizhou,Guangdong,China,156,25,50
1223,Meizhou,Guangdong,China,156,25,50
1224,Shanwei,Guangdong,China,156,30,50
1225,Heyuan,Guangdong,China,156,40,0
1226,Yangjiang,Guangdong,China,156,20,100
1227,Dongguan,Guangdong,China,156,35,50
1228,Zhongshan,Guangdong,China,156,29.16666667,87.5
1229,Chaozhou,Guangdong,China,156,25,50
1230,Yunfu,Guangdong,China,156,25,50
1231,Uzice,Zlatibor District,Serbia,688,25,75
1232,Columbia,Missouri,United States of America,840,96.42857143,25
1233,Swakopmund,Erongo Region,Namibia,516,50,50
1234,Bejaia,Bejaia Province,Algeria,12,58.33333333,50
1235,Zalaegerszeg,Zala County,Hungary,348,0,100
1236,Napa,California,United States of America,840,92.85714286,37.5
1237,Ashkelon,Southern District,Israel,376,5,100
1238,Malacca,Melaka,Malaysia,458,75,25
1239,George Town,,Malaysia,458,50,58.33333333
1240,Campeche,Campeche,Mexico,484,80,68.75
1241,Chihuahua City,Chihuahua,Mexico,484,81.25,47.91666667
1242,Colima,Colima,Mexico,484,75,37.5
1243,Latur,Maharashtra,India,356,83.33333333,58.33333333
1244,Brandon,Manitoba,Canada,124,85,40
1245,Nellore,Andhra Pradesh,India,356,31.48148148,66.66666667
1246,Navi Mumbai,Maharashtra,India,356,40.2173913,55.27522936
1247,Jonesboro,Arkansas,United States of America,840,50,50
1248,Semey,East Kazakhstan Region,Kazakhstan,398,25,75
1249,Taicang,Jiangsu,China,156,0,100
1250,Vanadzor,Lori Region,Armenia,51,25,50
1251,General Trias,,Philippines,608,25,25
1252,Magallanes,,Philippines,608,50,50
1253,Barranquilla,Atlantico Department,Colombia,170,52.77777778,50
1254,Koszalin,West Pomeranian Voivodeship,Poland,616,55,50
1255,Abadan,Khuzestan Province,Iran,364,0,50
1256,Bacoor,,Philippines,608,33.33333333,71.42857143
1257,Dasmarinas,,Philippines,608,28.57142857,79.6875
1258,Imus,,Philippines,608,25,60
1259,Tagaytay,,Philippines,608,86.11111111,37.5
1260,Vernier,Canton of Geneva,Switzerland,756,12.5,75
1261,Baden,Canton Aargau,Switzerland,756,75,20
1262,Nyon,Canton of Vaud,Switzerland,756,100,0
1263,Lancy,Canton of Geneva,Switzerland,756,75,0
1264,Dubendorf,Canton of Zurich,Switzerland,756,100,50
1265,Baar,Canton of Zug,Switzerland,756,75,50
1266,High Wycombe,England,United Kingdom,826,62.5,50
1267,Glogow,Lower Silesian Voivodeship,Poland,616,50,50
1268,Jaipur,Rajasthan,India,356,43.6746988,63.55263158
1269,Kanpur,Uttar Pradesh,India,356,16.40625,76.66666667
1270,Indore,Madhya Pradesh,India,356,45,70.56451613
1271,Davos,Grisons,Switzerland,756,100,50
1272,La Chaux-de-Fonds,Canton of Neuchatel,Switzerland,756,75,0
1273,Olten,Canton of Solothurn,Switzerland,756,80,100
1274,Sion,Canton of Valais,Switzerland,756,80,6.25
1275,Zug,Canton of Zug,Switzerland,756,91.66666667,8.333333333
1276,Vevey,Canton of Vaud,Switzerland,756,100,0
1277,Nanping,Fujian,China,156,37.5,50
1278,Putian,Fujian,China,156,35,50
1279,Sanming,Fujian,China,156,25,50
1280,Quanzhou,Fujian,China,156,25,75
1281,Xiamen,Fujian,China,156,61.11111111,48.21428571
1282,Zhangzhou,Fujian,China,156,0,50
1283,Longyan,Fujian,China,156,25,50
1284,Ningde,Fujian,China,156,25,50
1285,Solothurn,Canton of Solothurn,Switzerland,756,100,50
1286,Chur,Grisons,Switzerland,756,100,0
1287,Xining,Qinghai,China,156,5,75
1288,Cham,Canton of Zug,Switzerland,756,100,0
1289,Neuchatel,Canton of Neuchatel,Switzerland,756,92.85714286,0
1290,Montreux,Canton of Vaud,Switzerland,756,62.5,50
1291,Langenthal,Canton of Bern,Switzerland,756,100,0
1292,Shiyan,Hubei,China,156,0,50
1293,Jingzhou,Hubei,China,156,0,50
1294,Yichang,Hubei,China,156,0,50
1295,Xiangyang,Hubei,China,156,15,50
1296,Huanggang,Hubei,China,156,0,100
1297,Portsmouth,England,United Kingdom,826,60,40
1298,Kurchatov,Kursk Oblast,Russia,643,75,75
1299,Taiyuan,Shanxi,China,156,0,100
1300,Datong,Shanxi,China,156,12.5,50
1301,Yangquan,Shanxi,China,156,0,50
1302,Changzhi,Shanxi,China,156,0,50
1303,Jincheng,Shanxi,China,156,0,50
1304,Jinzhong,Shanxi,China,156,0,50
1305,Xinzhou,Shanxi,China,156,0,50
1306,Linfen,Shanxi,China,156,22.22222222,55
1307,Dalian,Liaoning,China,156,26.78571429,50
1308,Fushun,Liaoning,China,156,0,50
1309,Benxi,Liaoning,China,156,0,50
1310,Dandong,Liaoning,China,156,16.66666667,37.5
1311,Yingkou,Liaoning,China,156,0,50
1312,Panjin,Liaoning,China,156,0,50
1313,Tieling,Liaoning,China,156,0,50
1314,Huludao,Liaoning,China,156,0,50
1315,San Pedro,,Philippines,608,25,0
1316,Calamba,,Philippines,608,58.33333333,77.77777778
1317,Santa Rosa,,Philippines,608,50,62.5
1318,Dzerzhinsk,Nizhny Novgorod Oblast,Russia,643,100,50
1319,Marion,Arkansas,United States of America,840,0,75
1320,Kluczbork,Opole Voivodeship,Poland,616,50,50
1321,Cabot,Arkansas,United States of America,840,75,25
1322,Russellville,Arkansas,United States of America,840,93.75,50
1323,Bullhead City,Arizona,United States of America,840,100,50
1324,Texarkana,Arkansas,United States of America,840,87.5,50
1325,Rogers,Arkansas,United States of America,840,87.5,12.5
1326,Dothan,Alabama,United States of America,840,100,62.5
1327,Fort Smith,Arkansas,United States of America,840,95,25
1328,Tuscaloosa,Alabama,United States of America,840,86.11111111,40
1329,Fairbanks,Alaska,United States of America,840,68.18181818,10
1330,Van Buren,Arkansas,United States of America,840,100,50
1331,Kingman,Arizona,United States of America,840,100,75
1332,Florence,Alabama,United States of America,840,100,50
1333,Mulhouse,,France,250,87.5,25
1334,Yuma,Arizona,United States of America,840,77.77777778,45
1335,Flagstaff,Arizona,United States of America,840,100,18.75
1336,Southampton,England,United Kingdom,826,67.30769231,46.875
1337,Palmer,Alaska,United States of America,840,95,0
1338,Konya,Konya Province,Turkey,792,18.18181818,45
1339,Huntsville,Alabama,United States of America,840,95,25
1340,Mobile,Alabama,United States of America,840,75,57.14285714
1341,Maricopa,Arizona,United States of America,840,100,50
1342,Murfreesboro,Arkansas,United States of America,840,87.5,37.5
1343,Debrecen,Hajdu-Bihar County,Hungary,348,56.57894737,20.83333333
1344,Sierra Vista,Arizona,United States of America,840,75,30
1345,Seward,Alaska,United States of America,840,100,0
1346,Hot Springs,Arkansas,United States of America,840,100,0
1347,Prescott,Arizona,United States of America,840,96.42857143,25
1348,Wasilla,Alaska,United States of America,840,96.42857143,33.33333333
1349,Varanasi,Uttar Pradesh,India,356,19.33962264,70.91836735
1350,Kodiak,Alaska,United States of America,840,100,25
1351,Christchurch,Canterbury Region,New Zealand,554,80.11363636,33.75
1352,Daugavpils,,Latvia,428,50,37.5
1353,Tabriz,East Azerbaijan Province,Iran,364,30.26315789,47.72727273
1354,Patna,Bihar,India,356,14.49275362,68.25396825
1355,Shreveport,Louisiana,United States of America,840,78.125,91.66666667
1356,Antakya,Hatay Province,Turkey,792,87.5,50
1357,Bhopal,Madhya Pradesh,India,356,48.92857143,67.30769231
1358,Monterrey,Nuevo Leon,Mexico,484,23.79310345,50
1359,Charleroi,Wallonia,Belgium,56,50,60
1360,Olomouc,,Czech Republic,203,66.66666667,20
1361,Acapulco,Guerrero,Mexico,484,36.36363636,77.27272727
1362,Szeged,Csongrad-Csanad County,Hungary,348,69.44444444,25
1363,Giza,Giza Governorate,Egypt,818,8.333333333,79.16666667
1364,Gresham,Oregon,United States of America,840,100,0
1365,Beaverton,Oregon,United States of America,840,81.25,6.25
1366,Santos,Sao Paulo,Brazil,76,65.625,18.75
1367,Temuco,Araucania Region,Chile,152,18.75,37.5
1368,La Rochelle,,France,250,90,0
1369,Olsztyn,Warmian-Masurian Voivodeship,Poland,616,42.70833333,43.75
1370,Van,Van Province,Turkey,792,0,50
1371,Leicester,England,United Kingdom,826,70.3125,27.08333333
1372,Goiania,Goias,Brazil,76,68.75,39.58333333
1373,Durres,Durres County,Albania,8,37.5,62.5
1374,Mosul,,Iraq,368,0,75
1375,Sibiu,Sibiu County,Romania,642,77.63157895,21.66666667
1376,Diyarbakir,Diyarbakir Province,Turkey,792,18.75,0
1377,Mons,Wallonia,Belgium,56,80,50
1378,Shimla,,India,356,63.95348837,62.5
1379,Savannah,Georgia,United States of America,840,64.0625,52.08333333
1380,Saue,Harju County,Estonia,233,100,0
1381,Changchun,Jilin,China,156,16.66666667,56.81818182
1382,Opole,Opole Voivodeship,Poland,616,37.5,45.45454545
1383,Liaoyuan,Jilin,China,156,12.5,50
1384,Baishan,Jilin,China,156,0,50
1385,Baicheng,Jilin,China,156,0,50
1386,London,Ontario,Canada,124,69.82758621,51
1387,Sopot,Pomeranian Voivodeship,Poland,616,45.45454545,53.57142857
1388,Rawalpindi,Punjab,Pakistan,586,33.33333333,79.34782609
1389,Chrzanow,Lesser Poland Voivodeship,Poland,616,37.5,50
1390,Gaziantep,Gaziantep Province,Turkey,792,25,37.5
1391,Sugar Land,Texas,United States of America,840,87.5,37.5
1392,Mostar,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,70,93.18181818,35
1393,Oradea,,Romania,642,65.47619048,26.66666667
1394,Novokuznetsk,Kemerovo Oblast,Russia,643,0,45
1395,Greeley,Colorado,United States of America,840,95,0
1396,Waukesha,Wisconsin,United States of America,840,87.5,50
1397,Appleton,Wisconsin,United States of America,840,89.28571429,25
1398,Magnitogorsk,Chelyabinsk Oblast,Russia,643,0,72.72727273
1399,Nizhny Tagil,Sverdlovsk Oblast,Russia,643,0,100
1400,Volzhsky,,Russia,643,0,75
1401,Ourense,Galicia,Spain,724,100,33.33333333
1402,Ibb,Ibb Governorate,Yemen,887,100,75
1403,Cluj-Napoca,Cluj County,Romania,642,57.11206897,33.40909091
1404,Newport,Wales,United Kingdom,826,82.14285714,58.33333333
1405,Narva,Ida-Viru County,Estonia,233,75,66.66666667
1406,Kielce,Swietokrzyskie Voivodeship,Poland,616,50,50
1407,Bytom,Silesian Voivodeship,Poland,616,35,75
1408,Parnu,Parnu County,Estonia,233,75,25
1409,Miskolc,Borsod-Abauj-Zemplen County,Hungary,348,44.44444444,15
1410,Corinth,Peloponnese Region,Greece,300,87.5,50
1411,Czestochowa,Silesian Voivodeship,Poland,616,45.83333333,12.5
1412,Rovaniemi,,Finland,246,100,15
1413,Zabrze,Silesian Voivodeship,Poland,616,15.625,37.5
1414,Ventspils,,Latvia,428,92.85714286,8.333333333
1415,Lucena,,Philippines,608,54.16666667,69.23076923
1416,Chorzow,Silesian Voivodeship,Poland,616,25,50
1417,Zgierz,Lodz Voivodeship,Poland,616,75,50
1418,Bakal,Chelyabinsk Oblast,Russia,643,75,100
1419,Balashikha,Moscow Oblast,Russia,643,25,58.33333333
1420,Elblag,Warmian-Masurian Voivodeship,Poland,616,54.16666667,50
1421,Zielona Gora,Lubusz Voivodeship,Poland,616,75,12.5
1422,Plock,Masovian Voivodeship,Poland,616,33.33333333,45
1423,Gorzow Wielkopolski,Lubusz Voivodeship,Poland,616,55,75
1424,Radom,Masovian Voivodeship,Poland,616,40,50
1425,Slupsk,Pomeranian Voivodeship,Poland,616,87.5,50
1426,Sosnowiec,Silesian Voivodeship,Poland,616,17.85714286,25
1427,Gliwice,Silesian Voivodeship,Poland,616,19.11764706,59.61538462
1428,Legnica,Lower Silesian Voivodeship,Poland,616,50,50
1429,Tarnow,Lesser Poland Voivodeship,Poland,616,37.5,50
1430,Wloclawek,Kuyavian-Pomeranian Voivodeship,Poland,616,45,75
1431,Binangonan,,Philippines,608,75,50
1432,Cainta,,Philippines,608,45,60
1433,Rybnik,Silesian Voivodeship,Poland,616,13.88888889,41.66666667
1434,Akranes,,Iceland,352,100,37.5
1435,Sivas,Sivas Province,Turkey,792,33.33333333,75
1436,Puerto Galera,,Philippines,608,50,50
1437,Valmiera,,Latvia,428,100,50
1438,Belize City,Belize District,Belize,84,50,77.77777778
1439,Dabrowa Gornicza,Silesian Voivodeship,Poland,616,33.33333333,25
1440,Kilkenny,Leinster,Ireland,372,75,75
1441,Pelotas,Rio Grande do Sul,Brazil,76,50,50
1442,Matola,Maputo Province,Mozambique,508,37.5,50
1443,Kolobrzeg,West Pomeranian Voivodeship,Poland,616,100,0
1444,Caxias do Sul,Rio Grande do Sul,Brazil,76,85,37.5
1445,Mwanza,Mwanza Region,Tanzania,834,60,55
1446,Walbrzych,Lower Silesian Voivodeship,Poland,616,36.11111111,60
1447,Puerto Princesa,Western Visayas,Philippines,608,62.5,54.16666667
1448,Durango,Durango,Mexico,484,83.33333333,50
1449,Chatham-Kent,Ontario,Canada,124,60,25
1450,Chuzhou,Anhui,China,156,0,50
1451,Elbasan,Elbasan County,Albania,8,0,25
1452,Bar,Bar Municipality,Montenegro,499,56.25,50
1453,Korce,Korce County,Albania,8,75,25
1454,Viseu,Viseu,Portugal,620,79.16666667,37.5
1455,Leuven,Flemish Region,Belgium,56,56.25,37.5
1456,Mashhad,Razavi Khorasan Province,Iran,364,27.38095238,56.25
1457,Port Shepstone,,South Africa,710,75,100
1458,Jhelum,Punjab,Pakistan,586,87.5,87.5
1459,Eau Claire,Wisconsin,United States of America,840,96.42857143,33.33333333
1460,Erzurum,Erzurum Province,Turkey,792,21.875,12.5
1461,Nanyuki,,Kenya,404,100,25
1462,Grudziadz,Kuyavian-Pomeranian Voivodeship,Poland,616,45,0
